"";"text";"type";"Englisch"
"325";"Meine Hausbank hat mir leider abgesagt und konnte keinen weiteren Kredit geben. Über unternehmen hab ich innerhalb kurzer Zeit eine Alternative bekommen. Kann ich nur weiterempfehlen";"Gewissenhaft";"Unfortunately, my house bank cancelled and could not give me another loan. I got an alternative within a short time about undertaking. I can only recommend"
"326";"Meine Situation wurde schnell erfasst und es wurden gute Lösungen erarbeitet. Freundliche und kompetente Ansprechpartner, die sich Zeit nehmen. Der Kredit war nicht so günstig wie ich das gehofft hatte, daher nur 4 von 5 Sternen.";"Gewissenhaft";"My situation was quickly grasped and good solutions were worked out. Friendly and competent contact persons who take their time. The credit was not as cheap as I had hoped, so only 4 out of 5 stars."
"327";"Mir wurde sehr schnell geholfen und ich konnte mein Vorhaben innerhalb kurzer Zeit realisieren. Ich bin sehr zufrieden";"Dominant";"I was helped very quickly and was able to realize my project within a short time. I am very satisfied"
"328";"Mit dem Vergleich von unternehmen konnte ich meine bisherigen Leasingverträge vergleichen und auf günstigere umfinanzieren";"Gewissenhaft";"With the comparison of companies I could compare my previous leasing contracts and refinance on cheaper ones"
"329";"Mitarbeiter sind motiviert und wissen wovon sie sprechen. Kompetent und sachlich; schnell in der Abwicklung; seriöse Partner; Lösungsorientiert";"Gewissenhaft";"Employees are motivated and know what they are talking about. Competent and objective; fast in processing; serious partners; solution-oriented"
"330";"Nach anfänglicher Skepsis gegenüber unternehmen und dem dahinterstehenden Konzept, hat *** mich zunächst mit seiner sympathischen Art gewonnen. Als es dann ins Details ging, hat er mich auch inhaltlich zu 100% überzeugt. Wow! Ich komme wieder.";"Initiativ";"After an initial scepticism about undertaking and the concept behind it, *** initially won me over with his likeable manner. When I went into the details, he convinced me 100% about the content. Whoa! I'll be back."
"331";"Nach der Anmeldung über die Website wurden wir direkt angerufen, um ein erstes Gespräch zu führen. Bei diesem wurde uns die Möglichkeiten aufgezeichnet und jede Frage kompetent beantwortet. Nachdem wir die erforderlichen Dokumente hochgeladen hatten, dauerte es weniger als eine Woche bis wir ein gutes Angebot vorliegen hatten. Dieses haben wir schlussendlich auch angenommen und konnten daurch einen Engpass bedienen. Gerne wieder. Das ist echter mehru";"Gewissenhaft";"After registering via the website, we were called directly to have a first conversation. The possibilities were recorded and every question was answered competently. After we uploaded the required documents, it took less than a week to get a good quote. In the end, we also accepted this and were able to serve a bottleneck as a result. I'd love to. It's more real than that."
"332";"Nach einem kurzen Erstgespräch hat uns unternehmen an einen Partner weitergeleitet, dieser konnte uns dann zu einem Kredit verhelfen.";"Gewissenhaft";"After a short initial discussion, unternehmen forwarded us to a partner, who was then able to help us obtain a loan."
"333";"Nach zwei Wochen hatte ich eine Lösung um meine bisherigen Finanzierungen umzuschulden.";"Gewissenhaft";"After two weeks I had a solution to reschedule my previous financing."
"334";"Nichts zu beanstanden. Uns wurde schnell geholfen!";"Dominant";"Nothing to complain about. We were helped quickly!"
"335";"Nur zu empfehlen. Klare und ehrliche Abwicklung. Keine falschen Versprechungen, wie bei vielen anderen. Innerhalb 2 Wochen war alles erledigt und die gewünschte Summe auf dem Konto. Vielen Dank.";"Initiativ";"I highly recommend it. Clear and honest handling. No false promises, as with many others. Within 2 weeks everything was done and the desired sum was on the account. Thank you very much, sir."
"336";"Perfekt wie immer";"Initiativ";"Perfect as always"
"337";"Perfekte Kommunikation und kompetente Bertung";"Initiativ";"Perfect communication and competent rating"
"338";"Persönliche Beratung / gute Kontakte / in unserem Fall schnelle und unbürokratische Abwicklung. - Allerdings keine eigenständigen Finanzierungskonzepte, sondern eine reine Vergleichsplattform, die nach Vorprüfung unter Rankinggesichtspunkten Banken und Produkte anfragt und ggf. vermittelt.";"Gewissenhaft";"Personal advice / good contacts / in our case fast and unbureaucratic handling. - However, it is not an independent financing concept, but a pure comparison platform which, after a preliminary examination from a ranking point of view, inquires about banks and products and, if necessary, mediates between them."
"339";"Pluspunkte: schnelle und relativ unkomplizierte Bearbeitung Angebot auf die Bedürfnisse abgestimmt Kritik: Vorkasse von EUR *** für die Bearbeitung (machen andere Anbieter nicht)";"Gewissenhaft";"Plus points: - fast and relatively uncomplicated processing - offer tailored to needs Criticism: - prepayment of EUR *** for processing (do not make other providers)"
"340";"Problemlöser auch in schwierigen Situationen";"Initiativ";"Problem solver even in difficult situations"
"341";"Schnell und unkompliziert!";"Dominant";"Fast and uncomplicated!"
"342";"Schnell wurde uns ein Leasingangebot unterbreitet. Faire Konditionen und rasche Abwicklung - eine äußerst potitive Erfahrung mit unternehmen!";"Initiativ";"A leasing offer was quickly submitted to us. Fair conditions and quick processing - an extremely positive experience with companies!"
"343";"Schnell, flexibel, zuverlässig";"Dominant";"Fast, flexible, reliable"
"344";"Schnell, kompetent und kundenfreundlich. Sehr gute Beratung. Jederzeit wieder...";"Stetig";"Fast, competent and customer-friendly. Very good advice. Anytime again..."
"345";"Schnell, kompetent, für Finanzierungsgeschäfte ungewohnt unkompliziert und mit sehr guter persönlicher Betreuung. Ich kann es nur weiterempfehlen!";"Initiativ";"Fast, competent, uncomplicated as usual for financing transactions and with very good personal support. I can only recommend it!"
"346";"Schnell, unkompliziert und kompetent. Wir würden unternehmen jederzeit weiterempfehlen!";"Initiativ";"Fast, uncomplicated and competent. We would recommend company at any time!"
"347";"Schnell, zuverlässig, gute Kommunikation. Alles bestens.";"Stetig";"Fast, reliable, good communication. Everything's fine."
"348";"Schnelle & Unkomplizierte Abwicklung.";"Dominant";"Fast & uncomplicated handling."
"349";"Schnelle Anwicklung, transparenter und schlanker Prozess und ein Berater, der meine Situation versteht und eine Lösung anbietet und auch umsetzt!";"Initiativ";"Fast implementation, transparent and lean process and a consultant who understands my situation and offers and implements a solution!"
"350";"Schnelle Bearbeitung, nette Ansprechpartner, reibungsloser Ablauf! Keine Optimierung aus unserer Sicht notwendig!";"Initiativ";"Fast processing, nice contact persons, smooth process! No optimization necessary from our point of view!"
"351";"Schnelle Reaktion auf meine Anfrage und kompetente Beratung";"Dominant";"Fast reaction to my inquiry and competent advice"
"352";"Schnelle und unkomplizierte Finanzieung, wir danken!";"Dominant";"Fast and uncomplicated financing, thank you!"
"353";"Schnelle und unkomplizierte Lösung in kurzer Zeit. Kann ich nur weiter empfehlen.";"Stetig";"Fast and uncomplicated solution in a short time. I can only recommend."
"354";"Schnelle und unkomplizierte Unterstützung. Wir waren sehr zufrieden mit dem lösungsorientierten Vorgehen.";"Dominant";"Fast and uncomplicated support. We were very satisfied with the solution-oriented approach."
"355";"Schnelle Vermittlung des Finanzierungspartners. Wir waren sehr zufrieden.";"Initiativ";"Fast mediation of the financing partner. We were very pleased."
"356";"Schnelle, unbürokratische Abwicklung. Kompetente, persönliche Ansprechpartner. Nur zu empfehlen !";"Stetig";"Fast, unbureaucratic processing. Competent, personal contact persons. Recommended only !"
"357";"Schnelle, unkomplizierte Bearbeitung, kompetente Beratung. Konkrete Antworten, keine Hinhaltemethoden..., praktische Tipps.";"Dominant";"Fast, uncomplicated processing, competent advice. Concrete answers, no delaying methods... practical tips."
"358";"schneller Reibungsloser Kontakt. Sehr nette und kompetente Ansprechpartner. Sehr gute Erreichbarkeit. Ich kann nur eine Top-Empfehlung aussprechen";"Initiativ";"fast frictionless contact. Very nice and competent contact persons. Very good accessibility. I can only make one top recommendation"
"359";"Schnelles und unkompliziertes Verfahren ohne endloses Zahlenmaterial einreichen zu müssen.";"Dominant";"Fast and uncomplicated procedure without having to submit endless figures."
"360";"Sehr engagierte Mitarbeiter, die sich um jedes Problem zeitnah kümmern.";"Dominant";"Very committed employees who take care of every problem promptly."
"361";"Sehr engagierte und hilfsbereite Mitarbeiter - wir bedanken uns, gerne wieder!";"Stetig";"Very dedicated and helpful employees - we would like to thank you again!"
"362";"Sehr engagierter und dienstleistungsorientierter Service! Vielen Dank!";"Dominant";"Very dedicated and service-oriented service! Thank you very much."
"363";"sehr freundlich, schnell und kompetent. meine fragen wurden schnell beantwortet und ich hab hier die besten konditionen bekommen. sehr zu empfehlen";"Stetig";"very friendly, fast and competent. my questions were answered quickly and I got the best conditions here. very recommendable"
"364";"Sehr freundlicher Mitarbeiter und immer bemüht eine Lösung zu finden. Nur zu empfehlen.";"Initiativ";"Very friendly staff and always trying to find a solution. I highly recommend it."
"365";"Sehr geehrte Damen und Herren von unternehmen, recht herzlichen Dank für die Hilfe bei der erfolgreichen Suche nach einem Einkaufsfinanzierer. Wir sind mit der Auswahl, die für uns getroffen wurde, sehr zufrieden. Die Abwicklung und Umsetzung unseres Finanzierungswunsches wurde in vollem Umfang durch unseren Betreuer, Herrn ***, umgesetzt. Gern werden wir wieder eine erneute Anfrage wieder bei unternehmen platzieren. Eins A, einfach spitze. Kann jederzeit von uns weiter empfohlen werden.";"Initiativ";"Ladies and Gentlemen of companies, many thanks for your help in the successful search for a purchasing financier. We are very satisfied with the selection made for us. The processing and implementation of our financing request was fully implemented by our advisor, Mr. ***. We will be happy to place a new request with companies again. One A, just awesome. Can be further recommended by us at any time."
"366";"Sehr geehrte Damen und Herren, wir wurden nach unserer Anfrage per Mail umgehend zurückgerufen. Unser Anliegen wurde zügig geprüft und bearbeitet. Die Mitarbeiter waren immer sehr freundlich und hilfsbereit. Wir fühlten uns zu jeder Zeit dort gut aufgehoben";"Stetig";"Dear Ladies and Gentlemen, we were called back immediately after our request by mail. Our request was quickly examined and processed. The employees were always very friendly and helpful. We felt well taken care of there at all times."
"367";"Sehr gute Beratung, uns wurde freundlich und schnell bei einer Lösungsfindung geholfen.";"Stetig";"Very good consultation, we were helped friendly and fast with a solution finding."
"368";"Sehr gute Dienstleistung, schneller Prozess";"Dominant";"Very good service, fast process"
"369";"Sehr gute Erfahrung, kurze Reaktionszeit, fundierte Auskunft und kompetente Hilfe. Kann ich sehr gerne weiterempfehlen";"Stetig";"Very good experience, short reaction time, well-founded information and competent help. I am very happy to recommend it to others"
"370";"Sehr gute Überblick über mögliche Finanzierungsmodelle Gutes Angebot an Finanzierungspartnern bei jedem Modell Sehr schnelles Feedback Sehr guter persönlicher Kontakt";"Initiativ";"Very good overview of possible financing models Good range of financing partners for each model Very fast feedback Very good personal contact"
"371";"Sehr gute und freundliche Begleitung bei der Angebotsfindung. Es ging alles sehr schnell, reibungslos und unkompliziert. Die telefonische Beratung war sehr gut, sehr persönlich und fair.";"Initiativ";"Very good and friendly company with the offer search. Everything went very quickly, smoothly and uncomplicatedly. The telephone consultation was very good, very personal and fair."
"372";"Sehr gute und schnelle Bearbeitung. Von Anfrage bis zur Auszahlung dauerte es nur 5 Werktage.";"Gewissenhaft";"Very good and fast processing. From request to payment it took only 5 working days."
"373";"Sehr gute Zusammenarbeit und kompetenter Ansprechpartner";"Initiativ";"Very good cooperation and competent contact person"
"374";"Sehr kompetent, schnelle Bearbeitung, sehr daran interessiert ein Problem zu lösen, vielen Dank für die schnelle unbürokratische und kompetente Beratung und Hilfestellung.";"Gewissenhaft";"Very competent, fast processing, very interested in solving a problem, many thanks for the fast, unbureaucratic and competent advice and assistance."
"375";"Sehr kompetent, sehr freundlich und durch die gute Vernetzung immer in der Lage, das passende Finanzierungs- /Investitionskonzept auf uns anzupassen. Top!";"Initiativ";"Very competent, very friendly and due to the good networking always able to adapt the suitable financing / investment concept to us. Top!"
"376";"Sehr kompetente Begleitung, gute Konditionen und interessante neue Lösungen. Wir sind sehr zufrieden!";"Initiativ";"Very competent support, good conditions and interesting new solutions. We are very satisfied!"
"377";"Sehr kompetente und fleißige Mitarbeiter. Zeitnahe Bearbeitungszeiten. Benötigte Unterlagen werden im Vorhinein besprochen. Kein unnötiges Nachkarren von Dingen, die nicht auf dem Bildschirm waren.";"Stetig";"Very competent and hard-working employees. Prompt processing times. Required documents are discussed in advance. No unnecessary carts of things that weren't on the screen."
"378";"Sehr kompetentes und individuell auf die Situation angepasstes Gespräch. Schnelle Bearbeitung.";"Stetig";"Very competent and individual conversation adapted to the situation. Fast processing."
"379";"Sehr motivierte Mitarbeiter mit gutem Fachwissen. Zeitnahe Bearbeitung und Information über den Stand der Anfragen. Konditionen sind marktüblich.";"Gewissenhaft";"Highly motivated employees with good specialist knowledge. Prompt processing and information on the status of enquiries. Conditions are customary in the market."
"380";"Sehr nette, freundliche und Hilfsbereite Mitarbeiter, wir werden unternehmen wenn es nötig sein sollte immer wieder in Anspruch nehmen. Sehr empfehlenswert.";"Stetig";"Very nice, friendly and helpful staff, we will undertake if it should be necessary to take up again and again. Highly recommended."
"381";"Sehr positive Erfahrung gemacht, kann ich nur weiterempfehlen";"Initiativ";"Very positive experience, I can only recommend"
"382";"Sehr positive Erfahrung gemacht. Nach kurzer Internetrecherche auf unternehmen gestoßen und nach einem kurzen Telefonat und Dokumentenaustausch hatte ich eine Woche später drei Angebote vorliegen. So schnell hab ich das außerhalb der Hausbank noch nicht erlebt und kann den Service nur weiter empfehlen.";"Initiativ";"Very positive experience. After a short internet search I came across some companies and after a short telephone call and document exchange I had three offers one week later. I haven't experienced this so quickly outside the house bank and can only recommend the service to others."
"383";"Sehr professionell, immer am Telefon nachfragend, sehr bemüht weitere Lösungen zu finden. Bis Ergebnisse da, klasse!";"Initiativ";"Very professional, always asking on the phone, very keen to find other solutions. Until results there, great!"
"384";"Sehr schnelle Abwicklung, der Berater hat sich toll um alles gekümmert. Der Aufwand für die Abwicklung war sehr gering. Besten Dank für alles";"Stetig";"Very fast processing, the consultant took care of everything great. The effort for the processing was very low. Many thanks for everything"
"385";"Sehr schnelle Bearbeitung und was das wichtigste ist, es kommt auch zum Erfolg. Das Team ist sehr freundlich und kompetent. Ich würde unternehmen jederzeit weiterempfehlen. Vielen Dank für die Klasse Beratung";"Initiativ";"Very fast processing and what is most important, it also comes to success. The team is very friendly and competent. I would recommend unternehmen at any time. Many thanks for the class advice"
"386";"sehr schnelle Reaktionszeit-100 % eingehalten was versprochen wurde - TOP";"Initiativ";"very fast reaction time-100 % kept what was promised - TOP"
"387";"Sehr schnelle und individuelle , der Situation angemessenen , Beratung und Kreditvergabe.";"Gewissenhaft";"Very fast and individual , appropriate to the situation , advice and lending."
"388";"Sehr schneller Prozess, gerne wieder!";"Dominant";"Very fast process, gladly again!"
"389";"Sehr unkomplizierte Abwicklung! Sehr sehr sehr zu empfehlen";"Initiativ";"Very uncomplicated handling! Very highly recommended"
"390";"Sehr Zufrieden";"Stetig";"Very Satisfied"
"391";"Seriöse und Professionelle Antragstellung und Abwicklung!";"Dominant";"Serious and professional application and processing!"
"392";"Stressfreie, sehr einfache und schnelle Kredit- bzw. Leasing- oder Mietkaufvermittlung durch freundliche Berater der Firma unternehmen. Seriös und empfehlenswert.";"Initiativ";"Stress-free, very simple and fast credit and/or leasing or hire purchase switching by friendly advisors of the company undertake. Serious and recommendable."
"393";"Super Dienstleistung!";"Initiativ";"Super service!"
"394";"Super Erfahrung gemacht, kann ich empfehlen und werde in Zukunft wieder auf unternehmen zukommen!";"Initiativ";"I can recommend this experience and will come back to you in the future!"
"395";"Super schnell, kompetent,bin zu 100% zufrieden.";"Initiativ";"Super fast, competent, 100% satisfied."
"396";"Super schnelle Bearbeitung meines Forderungsverkaufs";"Initiativ";"Super fast processing of my receivables sale"
"397";"Super service und Beratung!";"Initiativ";"Super service and advice!"
"398";"Super Service! Hat erstaunlich gut geklappt. Gerne beim nächsten mal wieder.";"Initiativ";"Super Service! Worked surprisingly well. I'd love to do it again next time."
"399";"Super Service, gerne wieder!";"Initiativ";"Super Service, again!"
"400";"Super service, sehr zügige Abwicklung - kann ich nur empfehlen!";"Initiativ";"Super service, very fast processing - I can only recommend!"
"401";"Super!";"Initiativ";"Great!"
"402";"Superschnelle und sehr unbürokratische Hilfe bei der Wachstumshilfe für unsere Firma. Sehr aufgeschlossenes und kompetentes Team und tolle Administration über ein leicht zu bedienendes und verständliches Online-Portal. So sieht die Finanzierungsberatung und -begleitung der Zukunft aus.";"Initiativ";"Super fast and very unbureaucratic help with the growth aid for our company. Very open-minded and competent team and great administration via an easy to use and understand online portal. This is what financing advice and support will look like in the future."
"403";"Top Service für unsere Bedürfnisse";"Initiativ";"Top service for our needs"
"404";"top service, immer schnell geantwortet und auch bei kniffligen fragen sehr gut beraten. gerne wieder";"Initiativ";"top service, always quick answers and very good advice even for tricky questions. gladly again"
"405";"Trotz einer angespannten Lage im Unternehmen konnte uns unternehmen einen Überbrückungskredit vermitteln. Wir sagen Danke!";"Gewissenhaft";"Despite a tense situation in the company, the company was able to arrange a bridging loan for us. We say thank you!"
"406";"Trotz unseres starken Wachstums konnte mir der Factoringvergleich von unternehmen einen Partner geben, der mir eine größere Linie als angefragt geben konnte";"Gewissenhaft";"Despite our strong growth, the factoring comparison of companies was able to give me a partner who could give me a larger line than I asked for"
"407";"Über unternehmen haben wir sehr schnell und unkompliziert eine Finanzierung erhalten. Die Beratung empfanden wir als sehr freundlich, kompetent und zielorientiert. Vielen Dank nochmal!";"Stetig";"We were able to obtain financing very quickly and easily through companies. We found the advice to be very friendly, competent and goal-oriented. Thanks again!"
"408";"Über unternehmen konnten wir eine neue Hausbank finden und mit dieser einen Altkredit günstig refinanzieren. Äußerst kompetente Beratung - wir bleiben auf jeden Fall in Kontakt.";"Gewissenhaft";"Through companies, we were able to find a new house bank and use it to refinance an old loan at favourable terms. Extremely competent advice - we stay in contact in any case."
"409";"Überschaubarer Aufwand bei Beschreibung des Finanierungsanlasses sowie Umfang der mit zu liefernden Unterlagen Guter und angenehmer persönlicher Kontakt mit professionellem Ansprechpartner Transparenz während der Ansprechphase bei geeignet erscheinenden FInanzierungspartnern Mglw. weil es schon so lange zurück liegt würde ich mir wünschen zu Beginn etwas mehr zu erfahren über Was machen wir und wie machen wir es, vom Anfang bis zum Ende (ist als Anregung zum Hinterfragen gemeint)";"Gewissenhaft";"Good and pleasant personal contact with professional contact person Transparency during the contact phase with suitable funding partners Might be because it was so long ago I would like to learn a little more about what we do and how we do it, from beginning to end (is meant as a suggestion for questioning)"
"410";"unkompliziert, schnell und direkt";"Dominant";"uncomplicated, fast and direct"
"411";"Unkompliziert, schnell, professionell, sehr gerne wieder";"Dominant";"Uncomplicated, fast, professional, very happy to do it again"
"412";"Unkomplizierter und schneller Prozess. Unser unbesichertes Darlehen zur Wachstumsfinanzierung war innerhalb von einer Woche auf dem Konto. Kann ich nur weiter empfehlen!";"Gewissenhaft";"Uncomplicated and fast process. Our unsecured growth financing loan was in the account within a week. I can only recommend it!"
"413";"Uns wurde schnell und freundlich geholfen. Danke dafür!";"Stetig";"We were helped quickly and friendly. Thanks for that!"
"414";"Unsere Anfragen wurden schnell bearbeitet. Gerne würden wir sie weiterempfehlen.";"Stetig";"Our requests were processed quickly. We would be happy to recommend them to others."
"415";"Unternehmerisch, schnell, unkompliziert und dabei auch noch erfolgreich!";"Dominant";"Entrepreneurial, fast, uncomplicated and successful!"
"416";"Vertrag unkompliziert und schnell vermittelt";"Dominant";"Contract mediated uncomplicatedly and quickly"
"417";"Von Anfang an war die Kompetenz des Mitarbeiters auf dem höchsten Niveau, nochmals vielen Dank Herr Jücker. Es lief alles sehr schnell und reibungslos.";"Initiativ";"From the very beginning the competence of the employee was at the highest level, thanks again Mr. Jücker. Everything went very quickly and smoothly."
"418";"Von der Anfrage bis zur Auszahlung eines Kredits hat unternehmen nur 5 Tage gebraucht, sowas habe ich in dem Tempo noch nicht erlebt - Vielen Dank.";"Initiativ";"From the request to the disbursement of a loan took only 5 days, I have not experienced anything like that at that pace yet - thank you very much."
"419";"Von der freundlichen & kompetenten Beratung am Telefon bis zum raschen Abschluss - alles lief wie abgesprochen und daher können wir den Service nur weiter empfehlen!";"Initiativ";"From the friendly & competent advice on the phone to the quick conclusion - everything went as agreed and therefore we can only recommend the service!"
"420";"Von der raschen Aufnahme über eine schnelle Abwicklung - der unternehmen Prozess hat uns zügig und unkompliziert einen passenden Kredit verschafft.";"Gewissenhaft";"From the quick acceptance to the fast processing - the company process has provided us with a suitable loan quickly and without complications."
"421";"War alles gut so, gerne wieder.";"Stetig";"Everything was fine, I'd love to be back."
"422";"War sehr zufrieden und werde wieder auf diesen Service zurückkommen.";"Stetig";"Was very satisfied and will come back to this service again."
"423";"Was für ein Service - wir hatten schon ein Angebot der Hausbank vorliegen, welches von unternehmen innerhalb kürzester Zeit unterboten wurde. Kann ich nur empfehlen! Werde bei künftigen Bedarf wieder auf unternehmen zugehen.";"Initiativ";"What a service - we already had an offer from our house bank, which was undercut by companies within a very short time. I can only recommend it! I will approach companies again in case of future needs."
"424";"Wir haben eine sehr positive Erfahrung gemacht, unternehmen und der Berater Herr *** haben sich sehr intensiv mit unserer Anfrage eingesetzt, sehr angenehme und effektive Kommunikation. Das Internet Portal ist sehr nützlich und transparent.";"Stetig";"We have made a very positive experience, undertaking and the consultant Mr. *** have worked very hard with our request, very pleasant and effective communication. The Internet portal is very useful and transparent."
"425";"Wir haben unternehmen als einen engagierten und kompetenten Partner für Unternehmensfinanzierung kennen gelernt. Schnell und professionell. Wir waren sehr zufrieden. Vielen Dank";"Initiativ";"We have come to know companies as a committed and competent partner for corporate financing. Fast and professional. We were very pleased. Thank you very much."
"426";"Wir haben mit der unternehmen sehr freundliche und kompetente Gespräche geführt. Diese Gespräche führten sehr schnell zur Erfüllung unserer Kreditwünsche. Für uns gibt es keinen Anlass etwas negatives zu unseren Anliegen zu sagen. Das Gegenteil ist der Fall, wir sind von A - Z zufrieden gestellt worden und können unternehmen in jedem Falle weiter empfehlen.";"Initiativ";"We had very friendly and competent discussions with the company. These discussions led very quickly to the fulfilment of our credit wishes. There is no reason for us to say anything negative about our concerns. The opposite is the case, we have been satisfied from A - Z and can recommend companies in any case."
"427";"Wir hatten ein Hausbank Angebot vorliegen, welches unternehmen innerhalb kürzester Zeit unterboten hatten - Respekt vor der Dynamik und Entschlossenheit.";"Initiativ";"We had a house bank offer which companies had undercut within a very short time - respect for the dynamism and determination."
"428";"Wir hatten kurzfristige Liquiditätsprobleme und benötigten eine rasche Kreditzusage. Diese wurde uns geliefert, daher kann ich unternehmen nur weiter empfehlen";"Stetig";"We had short-term liquidity problems and needed a quick loan commitment. This was delivered to us, so I can only recommend company to others"
"429";"Wir hatten mit unternehmen einen verlässlichen Partner, der uns kompetent beraten hat und uns die richtigen Plattformen empfohlen hat.";"Stetig";"With unternehmen, we had a reliable partner who advised us competently and recommended the right platforms."
"430";"Wir können unternehmen nur weiterempfehlen! Ein fester Ansprechpartner, der kompetent und zielführend die Interessen seiner Kunden vertritt, ist für jeden Antragsteller ein Asset. Nach sehr angenehmen Gesprächen wurde schnell und unkompliziert nach unseren Vorgaben und Wünschen agiert und eine Finanzierung sichergestellt. Auch in Folgegesprächen zeigte sich die deutliche Flexibilität ggü. Banken, so dass wir mit Sicherheit gern wieder auf unternehmen zurückgreifen.";"Initiativ";"We can only recommend companies! A permanent contact person who competently and purposefully represents the interests of his clients is an asset for every applicant. After very pleasant discussions, we acted quickly and uncomplicatedly according to our specifications and wishes and secured financing. The clear flexibility vis-à-vis banks also became apparent in follow-up discussions, so that we are certainly happy to revert to companies again."
"431";"Wir sind eine Langzeitautovermietung und arbeiten mit Firma unternehmen seit ca. 6 Monaten zusammen. Mit der Betreuung sind wir mehr als zufrieden.";"Gewissenhaft";"We are a long-term car rental company and have been working with companies for about 6 months. We are more than satisfied with the support."
"432";"Wir sind mehr als zufrieden. Tolle Kommunikation, schnelle Bearbeitung der Anfrage, persönliche Betreuung und Ansprechpartner, die jederzeit erreichbar sind. Besser geht nicht. Gäbe es mehr Sterne, würden wir mehr geben. Danke";"Initiativ";"We are more than satisfied. Great communication, fast processing of enquiries, personal support and contact persons who are available at all times. That's as good as it gets. If there were more stars, we'd give more. Thank you. I'll take care of it."
"433";"Wir sind sehr zufrieden mit dem gesamtem Ablauf bei unternehmen. Machen wir gerne wieder";"Stetig";"We are very satisfied with the entire process at company. We'll be happy to do it again."
"434";"Wir sind sehr zufrieden mit dem Prozessablauf. Die Gespräche waren sehr angenehm und Zielorientiert. Schnelle Abwicklung und sehr kompetente Beratung, Wir werden mit unternehmen auch in Zukunft weiterarbeiten.";"Gewissenhaft";"We are very satisfied with the process flow. The conversations were very pleasant and goal-oriented. Fast processing and very competent advice, we will continue to work with companies in the future."
"435";"Wir waren sehr zufrieden mit dem schnellen und kompetenten Service von unternehmen.";"Dominant";"We were very satisfied with the fast and competent service of the company."
"436";"Wir waren sehr zufrieden mit der Beratung und überrascht, wie schnell die Finanzierung zustande kam.";"Initiativ";"We were very satisfied with the advice and were surprised at how quickly the financing came about."
"437";"Wir wurden umfassend und gut beraten und betreut. Mit dem Ergebnis und der vermittelten Finanzierung sind wir sehr zufrieden!!!";"Stetig";"We received comprehensive and good advice and support. We are very satisfied with the result and the financing!!"
"438";"Zeitnahe und gute Betreuung.";"Dominant";"Prompt and good support."
"439";"Zeitnaher und höflicher Service. Finetrading wurde gefunden, leider hat die Höhe nicht ausgereicht, deshalb 4 von 5 Sternen. Gerne wieder!";"Stetig";"Timely and courteous service. Finetrading was found, unfortunately the altitude was not sufficient, therefore 4 of 5 stars. Again with pleasure!"
